X,Y,OBJECTID,DOCUMENT_NBR,CRASH_YEAR,CRASH_DT,CRASH_MILITARY_TM,CRASH_SEVERITY,K_PEOPLE,A_PEOPLE,B_PEOPLE,C_PEOPLE,PERSONS_INJURED,PEDESTRIANS_KILLED,PEDESTRIANS_INJURED,VEH_COUNT,COLLISION_TYPE,WEATHER_CONDITION,LIGHT_CONDITION,RD_TYPE,ROADWAY_SURFACE_COND,RELATION_TO_ROADWAY,ROADWAY_ALIGNMENT,ROADWAY_SURFACE_TYPE,ROADWAY_DEFECT,ROADWAY_DESCRIPTION,INTERSECTION_TYPE,TRAFFIC_CONTROL_TYPE,TRFC_CTRL_STATUS_TYPE,WORK_ZONE_RELATED,WORK_ZONE_LOCATION,WORK_ZONE_TYPE,FIRST_HARMFUL_EVENT,FIRST_HARMFUL_EVENT_LOC,ALCOHOL_NOTALCOHOL,BELTED_UNBELTED,BIKE_NONBIKE,DISTRACTED_NOTDISTRACTED,DEER_NODEER,DROWSY_NOTDROWSY,DRUG_NODRUG,GR_NOGR,HITRUN_NOT_HITRUN,LGTRUCK_NONLGTRUCK,MOTOR_NONMOTOR,PED_NONPED,RR,SPEED_NOTSPEED,SCHOOL_ZONE,SENIOR_NOTSENIOR,YOUNG_NOTYOUNG,MAINLINE_YN,NIGHT,VDOT_DISTRICT,JURIS_CODE,PHYSICAL_JURIS,FUN,FAC,AREA_TYPE,SYSTEM,VSP,OWNERSHIP,INTERSECTION_ANALYSIS,PLAN_DISTRICT,MPO_NAME,RTE_NM,RNS_MP,NODE,OFFSET
-78.1796681,39.094424169,129745,142365116,2014,2014/08/21 17:00:00+00,1211,K,1,0,0,0,0,0,0,2,2. Angle,1. No Adverse Condition (Clear/Cloudy),2. Daylight,NOT_RD,1. Dry,9. Within Intersection,1. Straight - Level,"2. Blacktop, Asphalt, Bituminous",1. No Defects,"1. Two-Way, Not Divided",4. Four Approaches,4. Stop Sign,1. Yes - Working,2. No,,,20. Motor Vehicle In Transport,1. On Roadway,No,Unbelted,No,No,No,No,No,No,No,No,No,No,No,No,3. No,Yes,No,Yes,No,8. Staunton,34,034. Frederick County,I,"0. Two-way, non-divided",Urban,SECONDARY,2,VDOT_SEC,VDOT Intersection,Northern Shenandoah Valley,WINC,R-VA034SC00642NB,4.31,727223.0,11.0
-76.409042426,37.059953726000096,569908,171815628,2017,2017/06/14 17:00:00+00,1415,O,0,0,0,0,0,0,0,2,2. Angle,1. No Adverse Condition (Clear/Cloudy),2. Daylight,NOT_RD,1. Dry,9. Within Intersection,1. Straight - Level,"2. Blacktop, Asphalt, Bituminous",1. No Defects,"3. Two-Way, Divided, Positive Median Barrier",3. Three Approaches,3. Traffic Signal,1. Yes - Working,2. No,,,20. Motor Vehicle In Transport,1. On Roadway,No,Belted,No,No,No,No,No,No,No,No,No,No,No,No,3. No,Yes,No,Yes,No,5. Hampton Roads,114,114. City of Hampton,B,"2. Divided, partial control of access",Urban,OTHER,5,URBAN_SEC,Urban Intersection,Hampton Roads,HAMP,R-VA114UR07026EB,2.26,716614.0,1125.0
-77.235513848,38.934561497000104,266842,151675222,2015,2015/05/11 17:00:00+00,1601,O,0,0,0,0,0,0,0,3,1. Rear End,1. No Adverse Condition (Clear/Cloudy),2. Daylight,NOT_RD,1. Dry,1. Main-Line Roadway,1. Straight - Level,1. Concrete,1. No Defects,"3. Two-Way, Divided, Positive Median Barrier",1. Not at Intersection,6. Traffic Lanes Marked,1. Yes - Working,2. No,,,20. Motor Vehicle In Transport,1. On Roadway,No,Belted,No,Yes,No,No,No,No,No,No,No,No,No,No,3. No,Yes,No,No,No,9. Northern Virginia,29,029. Fairfax County,B,"4. One-way, part of a one-way system",Urban,SECONDARY,7,VDOT_SEC,Not Intersection,Northern Virginia,NOVA,R-VA029SC00684UK      RMP001.00B,0.12,719579.0,612.0
-78.480299902,38.031263928,801619,193165276,2019,2019/11/06 17:00:00+00,1147,A,0,1,0,0,1,0,1,1,12. Ped,1. No Adverse Condition (Clear/Cloudy),2. Daylight,NOT_RD,1. Dry,9. Within Intersection,1. Straight - Level,"2. Blacktop, Asphalt, Bituminous",1. No Defects,"1. Two-Way, Not Divided",4. Four Approaches,14. Ped Crosswalk,6. No Traffic Control Device Present,2. No,,,19. Ped,1. On Roadway,Yes,Belted,No,No,No,No,Yes,No,No,No,No,Yes,No,No,3. No,Yes,No,Yes,No,7. Culpeper,104,104. City of Charlottesville,E,"5. Two-way, part of a one-way system",Urban,OTHER,3,URBAN_PRI,Urban Intersection,Thomas Jefferson,CVIL,R-VA   US00250EBBUS001,3.24,111504.0,100.0
-79.249031496,37.376163096,302504,153635331,2015,2015/12/22 17:00:00+00,1045,O,0,0,0,0,0,0,0,3,2. Angle,5. Rain,2. Daylight,NOT_RD,2. Wet,8. Non-Intersection,1. Straight - Level,"2. Blacktop, Asphalt, Bituminous",1. No Defects,"1. Two-Way, Not Divided",1. Not at Intersection,6. Traffic Lanes Marked,1. Yes - Working,2. No,,,20. Motor Vehicle In Transport,1. On Roadway,No,Belted,No,Yes,No,No,No,No,No,No,No,No,No,No,3. No,Yes,No,Yes,No,2. Salem,9,009. Bedford County,H,"1. Divided, no control of access",Urban,PRIMARY,6,VDOT_PRI,VDOT Intersection,Region 2000,LYN,R-VA   US00221NB,143.65,148772.0,21.0
-80.0272512929999,37.2417391170001,254980,151005174,2015,2015/03/21 17:00:00+00,1550,K,2,1,0,0,1,0,0,2,3. Head On,1. No Adverse Condition (Clear/Cloudy),2. Daylight,NOT_RD,1. Dry,8. Non-Intersection,1. Straight - Level,"2. Blacktop, Asphalt, Bituminous",1. No Defects,"2. Two-Way, Divided, Unprotected Median",1. Not at Intersection,6. Traffic Lanes Marked,1. Yes - Working,2. No,,,20. Motor Vehicle In Transport,1. On Roadway,No,Belted,No,No,No,No,No,No,No,No,No,No,No,Yes,3. No,Yes,No,Yes,No,2. Salem,80,080. Roanoke County,E,"1. Divided, no control of access",Urban,PRIMARY,6,VDOT_PRI,VDOT Intersection,Roanoke Valley-Alleghany,ROAN,R-VA   SR00419NB,3.72,571953.0,90.0
-76.082895736,36.8144702020001,809537,192095051,2019,2019/07/26 17:00:00+00,1835,B,0,0,1,0,1,0,0,2,2. Angle,1. No Adverse Condition (Clear/Cloudy),2. Daylight,NOT_RD,1. Dry,9. Within Intersection,1. Straight - Level,"2. Blacktop, Asphalt, Bituminous",1. No Defects,"1. Two-Way, Not Divided",4. Four Approaches,4. Stop Sign,1. Yes - Working,2. No,,,20. Motor Vehicle In Transport,1. On Roadway,No,Belted,No,No,No,No,No,No,No,No,No,No,No,No,3. No,Yes,Yes,Yes,No,5. Hampton Roads,134,134. City of Virginia Beach,I,"0. Two-way, non-divided",Urban,OTHER,5,URBAN_SEC,Urban Intersection,Hampton Roads,HAMP,R-VA134UR08744EB,0.95,542054.0,787.0
-76.1317999999999,36.8047100000001,218160,143185443,2014,2014/11/13 17:00:00+00,2050,K,1,0,0,0,0,1,0,1,12. Ped,4. Mist,4. Darkness - Road Lighted,NOT_RD,2. Wet,8. Non-Intersection,2. Curve - Level,"2. Blacktop, Asphalt, Bituminous",1. No Defects,"2. Two-Way, Divided, Unprotected Median",1. Not at Intersection,6. Traffic Lanes Marked,1. Yes - Working,2. No,,,19. Ped,1. On Roadway,Yes,Belted,No,No,No,No,No,No,No,No,No,Yes,No,No,3. No,Yes,No,Yes,Yes,5. Hampton Roads,134,134. City of Virginia Beach,,,Urban,OTHER,5,URBAN_SEC,Not Intersection,Hampton Roads,HAMP,U-VA134SC99999UK,,,
-76.332512104,37.03302978,858278,192145234,2019,2019/07/26 17:00:00+00,1508,K,1,0,0,1,1,0,0,3,2. Angle,1. No Adverse Condition (Clear/Cloudy),2. Daylight,NOT_RD,1. Dry,9. Within Intersection,1. Straight - Level,"2. Blacktop, Asphalt, Bituminous",1. No Defects,"1. Two-Way, Not Divided",4. Four Approaches,3. Traffic Signal,1. Yes - Working,2. No,,,20. Motor Vehicle In Transport,1. On Roadway,No,Belted,No,Yes,No,No,No,No,No,Yes,No,No,No,No,3. No,Yes,No,Yes,No,5. Hampton Roads,114,114. City of Hampton,H,"0. Two-way, non-divided",Urban,OTHER,5,URBAN_PRI,Urban Intersection,Hampton Roads,HAMP,R-VA   SR00351WB,6.45,253152.0,2054.0
-76.216343087,36.915187716999995,609398,170955252,2017,2017/03/23 17:00:00+00,1710,K,1,1,0,0,1,0,0,2,2. Angle,1. No Adverse Condition (Clear/Cloudy),2. Daylight,NOT_RD,1. Dry,9. Within Intersection,1. Straight - Level,"2. Blacktop, Asphalt, Bituminous",1. No Defects,"2. Two-Way, Divided, Unprotected Median",4. Four Approaches,3. Traffic Signal,1. Yes - Working,2. No,,,20. Motor Vehicle In Transport,1. On Roadway,No,Unbelted,No,No,No,No,No,No,No,No,No,No,No,Yes,3. No,Yes,No,Yes,No,5. Hampton Roads,122,122. City of Norfolk,E,"1. Divided, no control of access",Urban,OTHER,5,URBAN_PRI,Urban Intersection,Hampton Roads,HAMP,R-VA   SR00170WB,1.31,483459.0,1236.0
-77.329336622,38.616988328000005,272851,153345299,2015,2015/11/19 17:00:00+00,1832,K,1,0,0,1,1,0,0,2,2. Angle,5. Rain,4. Darkness - Road Lighted,NOT_RD,2. Wet,9. Within Intersection,1. Straight - Level,"2. Blacktop, Asphalt, Bituminous",1. No Defects,"2. Two-Way, Divided, Unprotected Median",4. Four Approaches,6. Traffic Lanes Marked,1. Yes - Working,2. No,,,20. Motor Vehicle In Transport,1. On Roadway,No,Unbelted,No,No,No,No,No,No,No,No,No,No,No,Yes,3. No,Yes,No,Yes,Yes,9. Northern Virginia,76,076. Prince William County,H,"1. Divided, no control of access",Urban,SECONDARY,7,VDOT_SEC,VDOT Intersection,Northern Virginia,NOVA,R-VA076SC00610NB,4.38,723764.0,0.0
-76.458654837,37.1469015070001,798321,192245174,2019,2019/08/12 17:00:00+00,846,K,1,0,0,0,0,0,0,4,1. Rear End,1. No Adverse Condition (Clear/Cloudy),2. Daylight,NOT_RD,1. Dry,10. Intersection Related - Within 150 Feet,1. Straight - Level,"2. Blacktop, Asphalt, Bituminous",1. No Defects,"2. Two-Way, Divided, Unprotected Median",4. Four Approaches,13. Other,1. Yes - Working,2. No,,,20. Motor Vehicle In Transport,1. On Roadway,No,Belted,No,No,No,No,No,No,No,No,Yes,No,No,No,3. No,Yes,No,Yes,No,5. Hampton Roads,99,099. York County,E,"1. Divided, no control of access",Urban,PRIMARY,5,VDOT_PRI,VDOT Intersection,Hampton Roads,HAMP,R-VA   US00017NB,60.82,671081.0,222.0
-76.10405,36.8188200000001,800498,190725110,2019,2019/02/27 17:00:00+00,1541,K,1,0,1,1,2,0,0,2,2. Angle,1. No Adverse Condition (Clear/Cloudy),2. Daylight,NOT_RD,1. Dry,9. Within Intersection,1. Straight - Level,"2. Blacktop, Asphalt, Bituminous",1. No Defects,"1. Two-Way, Not Divided",4. Four Approaches,4. Stop Sign,1. Yes - Working,2. No,,,20. Motor Vehicle In Transport,1. On Roadway,No,Unbelted,No,No,No,No,No,No,No,No,No,No,No,No,3. No,Yes,No,No,No,5. Hampton Roads,134,134. City of Virginia Beach,,,Urban,OTHER,5,URBAN_OTHER,Urban Intersection,Hampton Roads,HAMP,S-VA134PR FOREST GLEN RD,0.68,,
-77.290805601,37.55498383,484042,160545104,2016,2016/02/15 17:00:00+00,2018,B,0,0,1,0,1,0,0,2,2. Angle,7. Sleet/Hail,5. Darkness - Road Not Lighted,RD_UNKNOWN,4. Icy,1. Main-Line Roadway,1. Straight - Level,1. Concrete,1. No Defects,"3. Two-Way, Divided, Positive Median Barrier",1. Not at Intersection,6. Traffic Lanes Marked,1. Yes - Working,2. No,,,5. Guard Rail,2. Shoulder,No,Unbelted,No,No,No,No,No,Yes,No,No,No,No,No,Yes,3. No,Yes,No,Yes,Yes,4. Richmond,43,043. Henrico County,,,Urban,INTERSTATE,1,VDOT_IS,Not Intersection,Richmond Regional,RICH,R-VA   IS00295SB,31.32,,
-76.415353705,36.8530330890001,65024,133055206,2013,2013/10/30 17:00:00+00,1425,K,1,0,25,0,25,0,0,2,2. Angle,1. No Adverse Condition (Clear/Cloudy),2. Daylight,NOT_RD,1. Dry,9. Within Intersection,2. Curve - Level,"2. Blacktop, Asphalt, Bituminous",1. No Defects,"1. Two-Way, Not Divided",3. Three Approaches,4. Stop Sign,1. Yes - Working,2. No,,,20. Motor Vehicle In Transport,1. On Roadway,No,Belted,No,No,No,No,No,No,No,Yes,No,No,No,No,3. No,Yes,No,Yes,No,5. Hampton Roads,131,131. City of Chesapeake,H,"0. Two-way, non-divided",Urban,OTHER,5,URBAN_SEC,Urban Intersection,Hampton Roads,HAMP,R-VA131UR08529NB,1.71,484535.0,1410.0
-77.563759858,39.1066955210001,419645,162605168,2016,2016/09/16 17:00:00+00,1207,O,0,0,0,0,0,0,0,2,4. Sideswipe - Same Direction,1. No Adverse Condition (Clear/Cloudy),2. Daylight,NOT_RD,1. Dry,8. Non-Intersection,1. Straight - Level,"2. Blacktop, Asphalt, Bituminous",1. No Defects,"1. Two-Way, Not Divided",1. Not at Intersection,6. Traffic Lanes Marked,1. Yes - Working,2. No,,,20. Motor Vehicle In Transport,1. On Roadway,No,Belted,No,No,No,No,No,No,No,No,No,No,No,No,3. No,Yes,No,Yes,No,9. Northern Virginia,253,253. Town of Leesburg,I,"0. Two-way, non-divided",Urban,OTHER,7,URBAN_SEC,Not Intersection,Northern Virginia,NOVA,R-VA253UR04200NB,1.68,429781.0,1304.0
-77.2643843279999,38.951365413000104,407308,163340000,2016,2016/10/18 17:00:00+00,1552,K,1,0,1,0,1,0,0,4,2. Angle,1. No Adverse Condition (Clear/Cloudy),2. Daylight,NOT_RD,1. Dry,9. Within Intersection,1. Straight - Level,"2. Blacktop, Asphalt, Bituminous",1. No Defects,"3. Two-Way, Divided, Positive Median Barrier",4. Four Approaches,3. Traffic Signal,1. Yes - Working,2. No,,,20. Motor Vehicle In Transport,1. On Roadway,No,Belted,No,Yes,No,No,No,No,No,No,Yes,No,No,No,3. No,Yes,No,Yes,No,9. Northern Virginia,29,029. Fairfax County,E,"1. Divided, no control of access",Urban,PRIMARY,7,VDOT_PRI,VDOT Intersection,Northern Virginia,NOVA,R-VA   SR00007WB,56.96,264382.0,148.0
-76.25272359600001,36.933001387,965544,201405154,2020,2020/05/16 17:00:00+00,1718,K,1,0,0,1,1,1,0,1,12. Ped,1. No Adverse Condition (Clear/Cloudy),2. Daylight,NOT_RD,1. Dry,9. Within Intersection,1. Straight - Level,"2. Blacktop, Asphalt, Bituminous",1. No Defects,"1. Two-Way, Not Divided",3. Three Approaches,6. Traffic Lanes Marked,1. Yes - Working,2. No,,,19. Ped,1. On Roadway,No,Belted,No,No,No,No,No,No,No,No,No,Yes,No,No,3. No,Yes,No,Yes,No,5. Hampton Roads,122,122. City of Norfolk,H,"0. Two-way, non-divided",Urban,OTHER,5,URBAN_SEC,Urban Intersection,Hampton Roads,HAMP,R-VA122UR08618WB,0.65,483436.0,216.0
-76.43431133199991,36.9841559000001,141002,141530093,2014,2014/03/19 17:00:00+00,1710,C,0,0,0,1,1,0,0,2,2. Angle,5. Rain,2. Daylight,NOT_RD,2. Wet,9. Within Intersection,1. Straight - Level,"2. Blacktop, Asphalt, Bituminous",1. No Defects,"2. Two-Way, Divided, Unprotected Median",3. Three Approaches,3. Traffic Signal,1. Yes - Working,2. No,,,20. Motor Vehicle In Transport,1. On Roadway,No,Belted,No,No,No,No,No,No,No,No,No,No,No,No,3. No,Yes,No,Yes,No,5. Hampton Roads,121,121. City of Newport News,I,"0. Two-way, non-divided",Urban,OTHER,5,URBAN_SEC,Urban Intersection,Hampton Roads,HAMP,R-VA121UR00009NB,0.49,716418.0,0.0
-79.87723535,37.317817948000005,343414,152265153,2015,2015/06/26 17:00:00+00,1428,K,1,0,0,0,0,0,0,1,9. Fixed Object - Off Road,1. No Adverse Condition (Clear/Cloudy),2. Daylight,NOT_RD,1. Dry,8. Non-Intersection,4. Grade - Curve,"2. Blacktop, Asphalt, Bituminous",1. No Defects,"3. Two-Way, Divided, Positive Median Barrier",1. Not at Intersection,6. Traffic Lanes Marked,1. Yes - Working,2. No,,,5. Guard Rail,4. Roadside,Yes,Unbelted,No,Yes,No,Yes,No,Yes,No,No,No,No,No,No,3. No,Yes,No,Yes,No,2. Salem,80,080. Roanoke County,E,"1. Divided, no control of access",Urban,PRIMARY,6,VDOT_PRI,VDOT Intersection,Roanoke Valley-Alleghany,ROAN,R-VA   US00460WB,159.67,574027.0,174.0
-80.3528681399999,37.138087618,498205,173175476,2017,2017/11/11 17:00:00+00,1511,K,1,0,0,0,0,0,0,2,2. Angle,1. No Adverse Condition (Clear/Cloudy),2. Daylight,NOT_RD,1. Dry,9. Within Intersection,1. Straight - Level,"2. Blacktop, Asphalt, Bituminous",1. No Defects,"3. Two-Way, Divided, Positive Median Barrier",4. Four Approaches,6. Traffic Lanes Marked,1. Yes - Working,2. No,,,20. Motor Vehicle In Transport,1. On Roadway,No,Belted,No,No,No,No,No,No,No,No,No,No,No,No,3. No,Yes,No,Yes,No,2. Salem,154,154. Town of Christiansburg,H,"1. Divided, no control of access",Urban,OTHER,6,URBAN_PRI,Urban Intersection,New River Valley,NRV,R-VA   US00011NB,121.25,463634.0,269.0
-77.676199539,37.466355235,258966,150345260,2015,2015/02/03 17:00:00+00,830,K,1,0,2,0,2,0,0,2,2. Angle,1. No Adverse Condition (Clear/Cloudy),2. Daylight,NOT_RD,1. Dry,9. Within Intersection,4. Grade - Curve,"2. Blacktop, Asphalt, Bituminous",1. No Defects,"1. Two-Way, Not Divided",3. Three Approaches,4. Stop Sign,1. Yes - Working,2. No,,,20. Motor Vehicle In Transport,1. On Roadway,No,Belted,No,Yes,No,No,No,No,No,Yes,No,No,No,No,3. No,Yes,No,Yes,No,4. Richmond,20,020. Chesterfield County,I,"0. Two-way, non-divided",Urban,SECONDARY,1,VDOT_SEC,Not Intersection,"Richmond Regional, Crater",RICH,R-VA020SC00652NB,1.06,738866.0,1114.0
