X,Y,OBJECTID,DOCUMENT_NBR,CRASH_YEAR,CRASH_DT,CRASH_MILITARY_TM,CRASH_SEVERITY,K_PEOPLE,A_PEOPLE,B_PEOPLE,C_PEOPLE,PERSONS_INJURED,PEDESTRIANS_KILLED,PEDESTRIANS_INJURED,VEH_COUNT,COLLISION_TYPE,WEATHER_CONDITION,LIGHT_CONDITION,RD_TYPE,ROADWAY_SURFACE_COND,RELATION_TO_ROADWAY,ROADWAY_ALIGNMENT,ROADWAY_SURFACE_TYPE,ROADWAY_DEFECT,ROADWAY_DESCRIPTION,INTERSECTION_TYPE,TRAFFIC_CONTROL_TYPE,TRFC_CTRL_STATUS_TYPE,WORK_ZONE_RELATED,WORK_ZONE_LOCATION,WORK_ZONE_TYPE,FIRST_HARMFUL_EVENT,FIRST_HARMFUL_EVENT_LOC,ALCOHOL_NOTALCOHOL,BELTED_UNBELTED,BIKE_NONBIKE,DISTRACTED_NOTDISTRACTED,DEER_NODEER,DROWSY_NOTDROWSY,DRUG_NODRUG,GR_NOGR,HITRUN_NOT_HITRUN,LGTRUCK_NONLGTRUCK,MOTOR_NONMOTOR,PED_NONPED,RR,SPEED_NOTSPEED,SCHOOL_ZONE,SENIOR_NOTSENIOR,YOUNG_NOTYOUNG,MAINLINE_YN,NIGHT,VDOT_DISTRICT,JURIS_CODE,PHYSICAL_JURIS,FUN,FAC,AREA_TYPE,SYSTEM,VSP,OWNERSHIP,INTERSECTION_ANALYSIS,PLAN_DISTRICT,MPO_NAME,RTE_NM,RNS_MP,NODE,OFFSET
-76.45101644100001,37.1842399880001,342248,153405118,2015,2015/12/05 17:00:00+00,2303,O,0,0,0,0,0,0,0,1,9. Fixed Object - Off Road,1. No Adverse Condition (Clear/Cloudy),5. Darkness - Road Not Lighted,RD_UNKNOWN,1. Dry,10. Intersection Related - Within 150 Feet,2. Curve - Level,"2. Blacktop, Asphalt, Bituminous",1. No Defects,"1. Two-Way, Not Divided",3. Three Approaches,1. No Traffic Control,6. No Traffic Control Device Present,2. No,,,15. Other Fixed Object,2. Shoulder,Yes,Belted,No,No,No,No,No,No,No,No,No,No,No,No,3. No,No,Yes,Yes,Yes,5. Hampton Roads,99,099. York County,J,"0. Two-way, non-divided",Urban,SECONDARY,5,VDOT_SEC,Not Intersection,Hampton Roads,HAMP,R-VA099SC00622EB,0.65,672064.0,755.0
-77.417962871,38.427395437,582751,172025004,2017,2017/07/18 17:00:00+00,800,O,0,0,0,0,0,0,0,3,1. Rear End,1. No Adverse Condition (Clear/Cloudy),2. Daylight,NOT_RD,1. Dry,1. Main-Line Roadway,1. Straight - Level,"2. Blacktop, Asphalt, Bituminous",1. No Defects,"3. Two-Way, Divided, Positive Median Barrier",1. Not at Intersection,6. Traffic Lanes Marked,1. Yes - Working,2. No,,,20. Motor Vehicle In Transport,1. On Roadway,No,Belted,No,No,No,No,No,No,No,No,No,No,No,No,3. No,No,Yes,Yes,No,6. Fredericksburg,89,089. Stafford County,A,"3. Divided, full control of access",Urban,INTERSTATE,2,VDOT_IS,Not Intersection,George Washington Regional,FRED,R-VA   IS00095NB,141.0,,
-76.101539958,36.8373048650001,270259,151665030,2015,2015/06/15 17:00:00+00,222,B,0,0,1,0,1,0,0,2,1. Rear End,1. No Adverse Condition (Clear/Cloudy),4. Darkness - Road Lighted,NOT_RD,1. Dry,1. Main-Line Roadway,1. Straight - Level,1. Concrete,1. No Defects,"3. Two-Way, Divided, Positive Median Barrier",1. Not at Intersection,6. Traffic Lanes Marked,1. Yes - Working,1. Yes,3. Activity Area,3. Work on Shoulder or Median,20. Motor Vehicle In Transport,1. On Roadway,No,Belted,No,No,No,No,No,No,Yes,No,No,No,No,No,3. No,No,Yes,Yes,Yes,5. Hampton Roads,134,134. City of Virginia Beach,A,"3. Divided, full control of access",Urban,INTERSTATE,5,VDOT_IS,Not Intersection,Hampton Roads,HAMP,R-VA   IS00264WB,18.61,,
-76.1369196479999,36.845862772,883792,202315174,2020,2020/07/30 17:00:00+00,2101,K,2,0,0,1,1,2,0,1,12. Ped,1. No Adverse Condition (Clear/Cloudy),4. Darkness - Road Lighted,NOT_RD,1. Dry,9. Within Intersection,1. Straight - Level,"2. Blacktop, Asphalt, Bituminous",1. No Defects,"2. Two-Way, Divided, Unprotected Median",4. Four Approaches,3. Traffic Signal,1. Yes - Working,2. No,,,19. Ped,1. On Roadway,No,Belted,No,Yes,No,No,No,No,No,No,No,Yes,No,Yes,3. No,Yes,Yes,Yes,Yes,5. Hampton Roads,134,134. City of Virginia Beach,E,"1. Divided, no control of access",Urban,OTHER,5,URBAN_PRI,Urban Intersection,Hampton Roads,HAMP,R-VA   SR00225SB,0.99,541203.0,808.0
-77.53552649699999,37.49945875,517664,170155116,2017,2017/01/14 17:00:00+00,2347,K,1,0,0,0,0,1,0,1,12. Ped,5. Rain,5. Darkness - Road Not Lighted,NOT_RD,2. Wet,8. Non-Intersection,1. Straight - Level,"2. Blacktop, Asphalt, Bituminous",1. No Defects,"2. Two-Way, Divided, Unprotected Median",1. Not at Intersection,6. Traffic Lanes Marked,1. Yes - Working,2. No,,,19. Ped,1. On Roadway,Yes,Belted,No,No,No,No,No,No,No,No,No,Yes,No,Yes,3. No,No,Yes,Yes,Yes,4. Richmond,20,020. Chesterfield County,E,"1. Divided, no control of access",Urban,PRIMARY,1,VDOT_PRI,Not Intersection,"Richmond Regional, Crater",RICH,R-VA   US00060EB,183.8,208009.0,364.0
-77.4457831079999,37.550410481,937212,200305015,2020,2020/01/29 17:00:00+00,1855,O,0,0,0,0,0,0,0,2,1. Rear End,1. No Adverse Condition (Clear/Cloudy),4. Darkness - Road Lighted,NOT_RD,1. Dry,1. Main-Line Roadway,1. Straight - Level,"2. Blacktop, Asphalt, Bituminous",1. No Defects,"2. Two-Way, Divided, Unprotected Median",1. Not at Intersection,3. Traffic Signal,1. Yes - Working,2. No,,,20. Motor Vehicle In Transport,1. On Roadway,No,Belted,No,Yes,No,No,No,No,No,No,No,No,No,No,3. No,No,Yes,Yes,Yes,4. Richmond,127,127. City of Richmond,E,"1. Divided, no control of access",Urban,OTHER,1,URBAN_PRI,Not Intersection,Richmond Regional,RICH,R-VA   US00001NB,93.7,209569.0,343.0
-77.4812852439999,37.404351782,801509,190285109,2019,2019/01/28 17:00:00+00,830,O,0,0,0,0,0,0,0,2,2. Angle,1. No Adverse Condition (Clear/Cloudy),2. Daylight,NOT_RD,1. Dry,9. Within Intersection,1. Straight - Level,"2. Blacktop, Asphalt, Bituminous",1. No Defects,"1. Two-Way, Not Divided",4. Four Approaches,4. Stop Sign,1. Yes - Working,2. No,,,20. Motor Vehicle In Transport,1. On Roadway,No,Belted,No,No,No,No,No,No,No,No,No,No,No,No,3. No,No,Yes,Yes,No,4. Richmond,20,020. Chesterfield County,I,"0. Two-way, non-divided",Urban,SECONDARY,1,VDOT_SEC,VDOT Intersection,"Richmond Regional, Crater",RICH,R-VA020SC00642SB,2.53,203100.0,11.0
-76.192157488,36.877994986,888557,200265209,2020,2020/01/21 17:00:00+00,1821,O,0,0,0,0,0,0,0,3,1. Rear End,1. No Adverse Condition (Clear/Cloudy),5. Darkness - Road Not Lighted,NOT_RD,1. Dry,1. Main-Line Roadway,1. Straight - Level,"2. Blacktop, Asphalt, Bituminous",1. No Defects,"3. Two-Way, Divided, Positive Median Barrier",2. Two Approaches,3. Traffic Signal,1. Yes - Working,2. No,,,20. Motor Vehicle In Transport,1. On Roadway,No,Belted,No,No,No,No,No,No,No,No,No,No,No,No,3. No,No,Yes,Yes,Yes,5. Hampton Roads,134,134. City of Virginia Beach,E,"1. Divided, no control of access",Urban,OTHER,5,URBAN_PRI,Urban Intersection,Hampton Roads,HAMP,R-VA   US00013SB,50.72,485770.0,211.0
-77.50813478100001,38.1965202960001,774202,190875304,2019,2019/03/24 17:00:00+00,2320,O,0,0,0,0,0,0,0,4,2. Angle,1. No Adverse Condition (Clear/Cloudy),5. Darkness - Road Not Lighted,RD_UNKNOWN,1. Dry,8. Non-Intersection,1. Straight - Level,"2. Blacktop, Asphalt, Bituminous",1. No Defects,"2. Two-Way, Divided, Unprotected Median",1. Not at Intersection,6. Traffic Lanes Marked,1. Yes - Working,2. No,,,6. Parked Vehicle,9. Outside Right-of-Way,No,Belted,No,Yes,No,No,No,No,No,No,No,No,No,No,3. No,No,Yes,Yes,Yes,6. Fredericksburg,88,088. Spotsylvania County,H,"0. Two-way, non-divided",Urban,PRIMARY,2,VDOT_PRI,Not Intersection,George Washington Regional,FRED,R-VA   US00001NB,139.78,755671.0,565.0
-77.4855974549999,37.4504461590001,86299,131755181,2013,2013/06/24 17:00:00+00,1240,B,0,0,1,0,1,0,0,1,9. Fixed Object - Off Road,1. No Adverse Condition (Clear/Cloudy),2. Daylight,RD_LEFT,1. Dry,8. Non-Intersection,1. Straight - Level,"2. Blacktop, Asphalt, Bituminous",1. No Defects,"3. Two-Way, Divided, Positive Median Barrier",1. Not at Intersection,6. Traffic Lanes Marked,1. Yes - Working,2. No,,,11. Jersey Wall,2. Shoulder,No,Belted,No,No,No,No,No,No,No,No,No,No,No,No,3. No,No,Yes,Yes,No,4. Richmond,20,020. Chesterfield County,E,"3. Divided, full control of access",Urban,OTHER,1,URBAN_PRI,Not Intersection,"Richmond Regional, Crater",RICH,R-VA   SR00150NB,3.14,210036.0,1199.0
-77.607850782,37.6916991310001,400319,161775003,2016,2016/06/24 17:00:00+00,1630,B,0,0,3,1,4,0,0,2,2. Angle,1. No Adverse Condition (Clear/Cloudy),2. Daylight,NOT_RD,1. Dry,9. Within Intersection,1. Straight - Level,"2. Blacktop, Asphalt, Bituminous",1. No Defects,"3. Two-Way, Divided, Positive Median Barrier",4. Four Approaches,3. Traffic Signal,1. Yes - Working,2. No,,,20. Motor Vehicle In Transport,1. On Roadway,No,Unbelted,No,No,No,No,No,No,No,No,No,No,No,No,3. No,No,Yes,Yes,No,4. Richmond,43,043. Henrico County,H,"1. Divided, no control of access",Urban,OTHER,1,URBAN_SEC,Urban Intersection,Richmond Regional,RICH,R-VA043SC07706WB,1.06,378975.0,3105.0
-79.90110316100001,37.295457384,8105,131545044,2013,2013/05/29 17:00:00+00,1219,O,0,0,0,0,0,0,0,3,1. Rear End,1. No Adverse Condition (Clear/Cloudy),2. Daylight,NOT_RD,1. Dry,10. Intersection Related - Within 150 Feet,1. Straight - Level,"2. Blacktop, Asphalt, Bituminous",1. No Defects,"2. Two-Way, Divided, Unprotected Median",3. Three Approaches,6. Traffic Lanes Marked,1. Yes - Working,2. No,,,20. Motor Vehicle In Transport,1. On Roadway,No,Belted,No,No,No,No,No,No,No,No,No,No,No,No,3. No,Yes,Yes,Yes,No,2. Salem,128,128. City of Roanoke,E,"1. Divided, no control of access",Urban,OTHER,6,URBAN_PRI,Urban Intersection,Roanoke Valley-Alleghany,ROAN,R-VA   US00460EB,157.78,573384.0,449.0
-76.40410671,37.0413798530001,643037,183455295,2018,2018/12/10 17:00:00+00,1125,C,0,0,0,1,1,0,0,2,2. Angle,1. No Adverse Condition (Clear/Cloudy),2. Daylight,NOT_RD,1. Dry,9. Within Intersection,1. Straight - Level,"2. Blacktop, Asphalt, Bituminous",1. No Defects,"3. Two-Way, Divided, Positive Median Barrier",4. Four Approaches,3. Traffic Signal,1. Yes - Working,2. No,,,20. Motor Vehicle In Transport,1. On Roadway,No,Belted,No,No,No,No,No,No,No,No,No,No,No,No,3. No,No,Yes,Yes,No,5. Hampton Roads,114,114. City of Hampton,H,"0. Two-way, non-divided",Urban,OTHER,5,URBAN_PRI,Urban Intersection,Hampton Roads,HAMP,R-VA   SR00152WB,3.56,253068.0,1827.0
-77.41029051,37.3791516490001,885268,201195005,2020,2020/04/24 17:00:00+00,440,K,1,1,0,0,1,0,0,3,9. Fixed Object - Off Road,5. Rain,5. Darkness - Road Not Lighted,RD_UNKNOWN,"9. Water (Standing, Moving)",8. Non-Intersection,3. Grade - Straight,"2. Blacktop, Asphalt, Bituminous",1. No Defects,"3. Two-Way, Divided, Positive Median Barrier",1. Not at Intersection,6. Traffic Lanes Marked,1. Yes - Working,2. No,,,11. Jersey Wall,2. Shoulder,No,Unbelted,No,No,No,No,No,No,Yes,Yes,No,No,No,Yes,3. No,No,Yes,Yes,Yes,4. Richmond,20,020. Chesterfield County,A,"3. Divided, full control of access",Urban,INTERSTATE,1,VDOT_IS,Not Intersection,"Richmond Regional, Crater",RICH,R-VA   IS00095SB,63.18,,
-76.454771436,37.035997478000105,365343,151880007,2015,2015/05/01 17:00:00+00,1650,O,0,0,0,0,0,0,0,2,2. Angle,5. Rain,2. Daylight,NOT_RD,2. Wet,9. Within Intersection,1. Straight - Level,"2. Blacktop, Asphalt, Bituminous",1. No Defects,"3. Two-Way, Divided, Positive Median Barrier",2. Two Approaches,4. Stop Sign,1. Yes - Working,2. No,,,20. Motor Vehicle In Transport,1. On Roadway,No,Belted,No,No,No,No,No,No,No,No,No,No,No,No,3. No,No,Yes,Yes,No,5. Hampton Roads,121,121. City of Newport News,E,"1. Divided, no control of access",Urban,OTHER,5,URBAN_PRI,Urban Intersection,Hampton Roads,HAMP,R-VA   US00017NB,52.37,646008.0,391.0
-76.04718445,36.720869588,552546,171475199,2017,2017/05/19 17:00:00+00,1519,K,1,2,1,0,3,0,0,2,2. Angle,1. No Adverse Condition (Clear/Cloudy),2. Daylight,RD_UNKNOWN,1. Dry,8. Non-Intersection,1. Straight - Level,"2. Blacktop, Asphalt, Bituminous",1. No Defects,"1. Two-Way, Not Divided",1. Not at Intersection,6. Traffic Lanes Marked,1. Yes - Working,2. No,,,20. Motor Vehicle In Transport,2. Shoulder,Yes,Belted,No,No,No,No,Yes,No,No,Yes,No,No,No,No,3. No,No,Yes,Yes,No,5. Hampton Roads,134,134. City of Virginia Beach,H,"0. Two-way, non-divided",Urban,OTHER,5,URBAN_SEC,Not Intersection,Hampton Roads,HAMP,R-VA134UR08590EB,9.47,541328.0,1368.0
-77.44279646300001,38.6960684910001,367705,160425103,2016,2016/02/03 17:00:00+00,2114,K,1,0,0,1,1,0,0,2,2. Angle,3. Fog,4. Darkness - Road Lighted,NOT_RD,2. Wet,9. Within Intersection,1. Straight - Level,"2. Blacktop, Asphalt, Bituminous",1. No Defects,"2. Two-Way, Divided, Unprotected Median",4. Four Approaches,4. Stop Sign,1. Yes - Working,2. No,,,20. Motor Vehicle In Transport,1. On Roadway,Yes,Unbelted,No,No,No,No,No,No,No,No,No,No,No,Yes,3. No,Yes,Yes,Yes,Yes,9. Northern Virginia,76,076. Prince William County,E,"2. Divided, partial control of access",Urban,PRIMARY,7,VDOT_PRI,Not Intersection,Northern Virginia,NOVA,R-VA   SR00234SB,12.48,549468.0,533.0
-81.971087585,36.6992117790001,814172,191645233,2019,2019/06/13 17:00:00+00,450,K,1,0,0,0,0,0,0,2,2. Angle,5. Rain,5. Darkness - Road Not Lighted,RD_UNKNOWN,2. Wet,8. Non-Intersection,3. Grade - Straight,"2. Blacktop, Asphalt, Bituminous",1. No Defects,"3. Two-Way, Divided, Positive Median Barrier",1. Not at Intersection,6. Traffic Lanes Marked,1. Yes - Working,2. No,,,20. Motor Vehicle In Transport,1. On Roadway,No,Belted,No,No,No,No,No,No,No,Yes,No,No,No,No,3. No,No,Yes,Yes,Yes,1. Bristol,140,140. Town of Abingdon,A,"3. Divided, full control of access",Urban,INTERSTATE,4,VDOT_IS,Not Intersection,Mount Rogers,BRIS,R-VA   IS00081NB,17.38,,
-77.487344045,37.183188580999996,828354,190485225,2019,2019/02/14 17:00:00+00,1631,K,1,0,0,0,0,0,0,2,2. Angle,1. No Adverse Condition (Clear/Cloudy),5. Darkness - Road Not Lighted,NOT_RD,1. Dry,9. Within Intersection,1. Straight - Level,"2. Blacktop, Asphalt, Bituminous",1. No Defects,"1. Two-Way, Not Divided",3. Three Approaches,3. Traffic Signal,1. Yes - Working,2. No,,,20. Motor Vehicle In Transport,1. On Roadway,No,Belted,No,No,No,No,No,No,No,No,Yes,No,No,No,3. No,No,Yes,Yes,Yes,4. Richmond,26,026. Dinwiddie County,H,"0. Two-way, non-divided",Urban,PRIMARY,1,VDOT_PRI,VDOT Intersection,Crater,TCAT,R-VA   US00001NB,64.58,700636.0,0.0
-77.344802558,37.511624924,869200,190795221,2019,2019/03/19 17:00:00+00,604,K,1,0,0,0,0,0,0,2,4. Sideswipe - Same Direction,3. Fog,5. Darkness - Road Not Lighted,NOT_RD,1. Dry,8. Non-Intersection,1. Straight - Level,"2. Blacktop, Asphalt, Bituminous",1. No Defects,"2. Two-Way, Divided, Unprotected Median",1. Not at Intersection,6. Traffic Lanes Marked,1. Yes - Working,2. No,,,22. Bicycle,1. On Roadway,No,Belted,Yes,No,No,No,No,No,No,No,No,No,No,No,3. No,No,Yes,Yes,Yes,4. Richmond,43,043. Henrico County,I,"0. Two-way, non-divided",Urban,OTHER,1,URBAN_SEC,Not Intersection,Richmond Regional,RICH,R-VA043SC07717EB,0.26,379377.0,1183.0
-77.371220948,38.9679188590001,783209,192035303,2019,2019/06/09 17:00:00+00,207,K,1,3,0,0,3,0,0,1,9. Fixed Object - Off Road,1. No Adverse Condition (Clear/Cloudy),4. Darkness - Road Lighted,RD_LEFT,1. Dry,1. Main-Line Roadway,2. Curve - Level,"2. Blacktop, Asphalt, Bituminous",1. No Defects,"3. Two-Way, Divided, Positive Median Barrier",1. Not at Intersection,6. Traffic Lanes Marked,1. Yes - Working,2. No,,,13. Curb,1. On Roadway,No,Unbelted,No,No,No,No,No,No,No,No,No,No,No,Yes,3. No,No,Yes,Yes,Yes,9. Northern Virginia,235,235. Town of Herndon,H,"1. Divided, no control of access",Urban,OTHER,7,URBAN_SEC,Not Intersection,Northern Virginia,NOVA,R-VA235UR06660WB,0.08,279464.0,407.0
-76.07822827099992,36.8433855000001,152045,150415028,2014,2014/08/12 17:00:00+00,1120,O,0,0,0,0,0,0,0,2,2. Angle,5. Rain,2. Daylight,NOT_RD,2. Wet,1. Main-Line Roadway,1. Straight - Level,"2. Blacktop, Asphalt, Bituminous",1. No Defects,"3. Two-Way, Divided, Positive Median Barrier",4. Four Approaches,3. Traffic Signal,1. Yes - Working,2. No,,,20. Motor Vehicle In Transport,1. On Roadway,No,Belted,No,No,No,No,No,No,No,No,No,No,No,No,3. No,No,Yes,Yes,No,5. Hampton Roads,134,134. City of Virginia Beach,E,"1. Divided, no control of access",Urban,OTHER,5,URBAN_PRI,Not Intersection,Hampton Roads,HAMP,R-VA   US00058WB,504.38,541075.0,2635.0
