X,Y,OBJECTID,DOCUMENT_NBR,CRASH_YEAR,CRASH_DT,CRASH_MILITARY_TM,CRASH_SEVERITY,K_PEOPLE,A_PEOPLE,B_PEOPLE,C_PEOPLE,PERSONS_INJURED,PEDESTRIANS_KILLED,PEDESTRIANS_INJURED,VEH_COUNT,COLLISION_TYPE,WEATHER_CONDITION,LIGHT_CONDITION,RD_TYPE,ROADWAY_SURFACE_COND,RELATION_TO_ROADWAY,ROADWAY_ALIGNMENT,ROADWAY_SURFACE_TYPE,ROADWAY_DEFECT,ROADWAY_DESCRIPTION,INTERSECTION_TYPE,TRAFFIC_CONTROL_TYPE,TRFC_CTRL_STATUS_TYPE,WORK_ZONE_RELATED,WORK_ZONE_LOCATION,WORK_ZONE_TYPE,FIRST_HARMFUL_EVENT,FIRST_HARMFUL_EVENT_LOC,ALCOHOL_NOTALCOHOL,BELTED_UNBELTED,BIKE_NONBIKE,DISTRACTED_NOTDISTRACTED,DEER_NODEER,DROWSY_NOTDROWSY,DRUG_NODRUG,GR_NOGR,HITRUN_NOT_HITRUN,LGTRUCK_NONLGTRUCK,MOTOR_NONMOTOR,PED_NONPED,RR,SPEED_NOTSPEED,SCHOOL_ZONE,SENIOR_NOTSENIOR,YOUNG_NOTYOUNG,MAINLINE_YN,NIGHT,VDOT_DISTRICT,JURIS_CODE,PHYSICAL_JURIS,FUN,FAC,AREA_TYPE,SYSTEM,VSP,OWNERSHIP,INTERSECTION_ANALYSIS,PLAN_DISTRICT,MPO_NAME,RTE_NM,RNS_MP,NODE,OFFSET
-78.85568399999991,38.4090790000001,40892,132885298,2013,2013/10/15 17:00:00+00,1415,O,0,0,0,0,0,0,0,2,2. Angle,1. No Adverse Condition (Clear/Cloudy),2. Daylight,NOT_RD,1. Dry,8. Non-Intersection,1. Straight - Level,"2. Blacktop, Asphalt, Bituminous",1. No Defects,"2. Two-Way, Divided, Unprotected Median",1. Not at Intersection,4. Stop Sign,1. Yes - Working,2. No,,,20. Motor Vehicle In Transport,1. On Roadway,No,Belted,No,Yes,No,No,No,No,No,No,No,No,No,No,3. No,Yes,No,Yes,No,8. Staunton,82,082. Rockingham County,,,Rural,SECONDARY,2,VDOT_SEC,Not Intersection,Central Shenandoah,HAR,U-VA082SC99999UK,,,
-79.8119991,37.232082008000106,426032,160695226,2016,2016/03/09 17:00:00+00,1410,K,1,0,0,0,0,0,0,1,9. Fixed Object - Off Road,1. No Adverse Condition (Clear/Cloudy),2. Daylight,RD_RIGHT,1. Dry,8. Non-Intersection,4. Grade - Curve,"2. Blacktop, Asphalt, Bituminous",1. No Defects,"1. Two-Way, Not Divided",1. Not at Intersection,7. No Passing Lines,1. Yes - Working,2. No,,,"7. Tunnel, Bridge, Underpass, Culvert, etc.",4. Roadside,No,Belted,No,No,No,No,No,No,No,No,Yes,No,No,Yes,3. No,Yes,No,Yes,No,2. Salem,9,009. Bedford County,4,"0. Two-way, non-divided",Rural,SECONDARY,6,VDOT_SEC,Not Intersection,Region 2000,,R-VA009SC00634SB,1.05,148154.0,1690.0
-77.0068051809999,38.268255206,755401,181815002,2018,2018/06/26 17:00:00+00,847,K,1,1,0,0,1,0,0,2,3. Head On,1. No Adverse Condition (Clear/Cloudy),2. Daylight,RD_UNKNOWN,1. Dry,8. Non-Intersection,1. Straight - Level,"2. Blacktop, Asphalt, Bituminous",1. No Defects,"1. Two-Way, Not Divided",1. Not at Intersection,6. Traffic Lanes Marked,1. Yes - Working,2. No,,,20. Motor Vehicle In Transport,1. On Roadway,No,Belted,No,Yes,No,Yes,Yes,Yes,No,No,No,No,No,Yes,3. No,Yes,No,Yes,No,6. Fredericksburg,96,096. Westmoreland County,3,"0. Two-way, non-divided",Rural,PRIMARY,1,VDOT_PRI,Not Intersection,Northern Neck,,R-VA   SR00205WB,10.22,751746.0,1711.0
-76.57608294100001,37.829619296,382973,163105208,2016,2016/11/04 17:00:00+00,1230,K,1,5,0,0,5,0,0,2,3. Head On,1. No Adverse Condition (Clear/Cloudy),2. Daylight,NOT_RD,1. Dry,9. Within Intersection,4. Grade - Curve,"2. Blacktop, Asphalt, Bituminous",1. No Defects,"1. Two-Way, Not Divided",3. Three Approaches,6. Traffic Lanes Marked,1. Yes - Working,2. No,,,20. Motor Vehicle In Transport,1. On Roadway,No,Belted,No,No,No,No,No,No,No,No,No,No,No,No,3. No,Yes,No,Yes,No,6. Fredericksburg,51,051. Lancaster County,3,"0. Two-way, non-divided",Rural,PRIMARY,1,VDOT_PRI,VDOT Intersection,Northern Neck,,R-VA   SR00003WB,105.55,418555.0,21.0
-80.62225876,36.5914590960001,555413,172165241,2017,2017/08/01 17:00:00+00,1600,K,1,0,1,0,1,0,0,2,3. Head On,1. No Adverse Condition (Clear/Cloudy),2. Daylight,RD_UNKNOWN,1. Dry,8. Non-Intersection,4. Grade - Curve,"2. Blacktop, Asphalt, Bituminous",1. No Defects,"1. Two-Way, Not Divided",1. Not at Intersection,7. No Passing Lines,1. Yes - Working,2. No,,,20. Motor Vehicle In Transport,1. On Roadway,No,Belted,No,No,No,No,No,No,No,No,Yes,No,No,Yes,3. No,Yes,No,Yes,No,2. Salem,17,017. Carroll County,4,"0. Two-way, non-divided",Rural,SECONDARY,4,VDOT_SEC,Not Intersection,Mount Rogers,,R-VA017SC00679SB,2.77,188284.0,491.0
-79.0419182489999,38.415305334,847372,192625261,2019,2019/09/17 17:00:00+00,1100,K,1,0,0,0,0,0,0,1,9. Fixed Object - Off Road,1. No Adverse Condition (Clear/Cloudy),2. Daylight,RD_RIGHT,1. Dry,8. Non-Intersection,2. Curve - Level,"2. Blacktop, Asphalt, Bituminous",1. No Defects,"1. Two-Way, Not Divided",1. Not at Intersection,7. No Passing Lines,1. Yes - Working,2. No,,,1. Bank Or Ledge,4. Roadside,No,Belted,No,No,No,No,No,No,No,No,No,No,No,No,3. No,Yes,No,Yes,No,8. Staunton,82,082. Rockingham County,4,"0. Two-way, non-divided",Rural,SECONDARY,2,VDOT_SEC,Not Intersection,Central Shenandoah,,R-VA082SC00613SB,4.07,586093.0,1890.0
-78.83795490599991,38.519888802,684352,182115424,2018,2018/07/30 17:00:00+00,1815,K,1,0,0,0,0,1,0,1,12. Ped,1. No Adverse Condition (Clear/Cloudy),2. Daylight,NOT_RD,1. Dry,8. Non-Intersection,1. Straight - Level,"2. Blacktop, Asphalt, Bituminous",1. No Defects,"1. Two-Way, Not Divided",1. Not at Intersection,6. Traffic Lanes Marked,1. Yes - Working,2. No,,,19. Ped,1. On Roadway,No,Belted,No,Yes,No,No,No,No,No,No,No,Yes,No,No,3. No,Yes,No,Yes,No,8. Staunton,82,082. Rockingham County,4,"0. Two-way, non-divided",Rural,SECONDARY,2,VDOT_SEC,VDOT Intersection,Central Shenandoah,,R-VA082SC00753EB,6.64,586453.0,180.0
-77.755965088,39.240612873,178276,142255107,2014,2014/08/05 17:00:00+00,1709,K,1,1,0,0,1,0,0,2,3. Head On,1. No Adverse Condition (Clear/Cloudy),2. Daylight,RD_UNKNOWN,1. Dry,8. Non-Intersection,4. Grade - Curve,"2. Blacktop, Asphalt, Bituminous",1. No Defects,"1. Two-Way, Not Divided",1. Not at Intersection,6. Traffic Lanes Marked,1. Yes - Working,2. No,,,20. Motor Vehicle In Transport,1. On Roadway,Yes,Belted,No,No,No,No,No,No,No,No,No,No,No,No,3. No,Yes,No,Yes,No,9. Northern Virginia,53,053. Loudoun County,3,"0. Two-way, non-divided",Rural,PRIMARY,7,VDOT_PRI,Not Intersection,Northern Virginia,NOVA,R-VA   SR00009EB,1.5,428336.0,465.0
-77.42509534399991,38.418305392,412101,161665075,2016,2016/06/12 17:00:00+00,740,O,0,0,0,0,0,0,0,1,10. Deer,1. No Adverse Condition (Clear/Cloudy),2. Daylight,NOT_RD,1. Dry,1. Main-Line Roadway,1. Straight - Level,"2. Blacktop, Asphalt, Bituminous",1. No Defects,"3. Two-Way, Divided, Positive Median Barrier",1. Not at Intersection,6. Traffic Lanes Marked,1. Yes - Working,2. No,,,23. Animal,1. On Roadway,No,Belted,No,No,Yes,No,No,No,No,No,No,No,No,No,3. No,Yes,No,Yes,No,6. Fredericksburg,89,089. Stafford County,1,"3. Divided, full control of access",Rural,INTERSTATE,2,VDOT_IS,Not Intersection,George Washington Regional,FRED,R-VA   IS00095SB,140.57,,
-76.555622333,37.9311258430001,523072,173015165,2017,2017/10/25 17:00:00+00,815,K,1,0,0,0,0,0,0,1,9. Fixed Object - Off Road,1. No Adverse Condition (Clear/Cloudy),2. Daylight,RD_RIGHT,1. Dry,8. Non-Intersection,8. Dip - Curve,"2. Blacktop, Asphalt, Bituminous",1. No Defects,"1. Two-Way, Not Divided",1. Not at Intersection,7. No Passing Lines,1. Yes - Working,2. No,,,13. Curb,4. Roadside,No,Unbelted,No,No,No,Yes,No,No,No,No,No,No,No,No,3. No,Yes,No,Yes,No,6. Fredericksburg,66,066. Northumberland County,4,"0. Two-way, non-divided",Rural,SECONDARY,1,VDOT_SEC,Not Intersection,Northern Neck,,R-VA066SC00600NB,2.15,493007.0,808.0
-78.00821135099991,39.1693573580001,849407,190945113,2019,2019/04/01 17:00:00+00,1220,K,1,1,1,0,2,0,0,2,2. Angle,1. No Adverse Condition (Clear/Cloudy),2. Daylight,NOT_RD,1. Dry,9. Within Intersection,1. Straight - Level,"2. Blacktop, Asphalt, Bituminous",1. No Defects,"2. Two-Way, Divided, Unprotected Median",3. Three Approaches,4. Stop Sign,1. Yes - Working,2. No,,,20. Motor Vehicle In Transport,1. On Roadway,No,Belted,No,No,No,No,No,No,No,Yes,No,No,No,No,3. No,Yes,No,Yes,No,8. Staunton,21,021. Clarke County,2,"1. Divided, no control of access",Rural,PRIMARY,2,VDOT_PRI,VDOT Intersection,Northern Shenandoah Valley,,R-VA   SR00007WB,9.1,223140.0,5.0
-78.384317862,38.2353186760001,766478,190275125,2019,2019/01/18 17:00:00+00,1855,K,1,0,2,0,2,0,0,2,2. Angle,3. Fog,5. Darkness - Road Not Lighted,NOT_RD,2. Wet,9. Within Intersection,1. Straight - Level,"2. Blacktop, Asphalt, Bituminous",1. No Defects,"2. Two-Way, Divided, Unprotected Median",3. Three Approaches,4. Stop Sign,1. Yes - Working,2. No,,,20. Motor Vehicle In Transport,1. On Roadway,No,Belted,No,No,No,No,No,No,No,No,No,No,No,No,3. No,Yes,Yes,Yes,Yes,7. Culpeper,39,039. Greene County,6,"2. Divided, partial control of access",Rural,SECONDARY,3,VDOT_SEC,VDOT Intersection,Thomas Jefferson,,R-VA039SC01050EB,0.24,358239.0,5.0
-77.384473611,38.9398401290001,509464,173155123,2017,2017/11/10 17:00:00+00,1122,B,0,0,1,1,2,0,0,2,5. Sideswipe - Opposite Direction,1. No Adverse Condition (Clear/Cloudy),2. Daylight,NOT_RD,1. Dry,9. Within Intersection,1. Straight - Level,"2. Blacktop, Asphalt, Bituminous",1. No Defects,"1. Two-Way, Not Divided",4. Four Approaches,3. Traffic Signal,1. Yes - Working,2. No,,,20. Motor Vehicle In Transport,1. On Roadway,No,Belted,No,No,No,No,No,No,No,No,No,No,No,No,3. No,Yes,No,Yes,No,9. Northern Virginia,29,029. Fairfax County,,,Rural,PRIMARY,7,VDOT_PRI,Not Intersection,Northern Virginia,NOVA,R-VA   SR00286SB,26.27,,
-80.694110193,36.6925089850001,463000,163185277,2016,2016/11/11 17:00:00+00,745,K,1,0,0,1,1,0,0,2,2. Angle,1. No Adverse Condition (Clear/Cloudy),2. Daylight,NOT_RD,1. Dry,8. Non-Intersection,1. Straight - Level,"2. Blacktop, Asphalt, Bituminous",1. No Defects,"1. Two-Way, Not Divided",1. Not at Intersection,7. No Passing Lines,1. Yes - Working,2. No,,,20. Motor Vehicle In Transport,1. On Roadway,No,Belted,No,No,No,No,No,No,No,No,No,No,No,No,3. No,Yes,No,Yes,No,2. Salem,17,017. Carroll County,4,"0. Two-way, non-divided",Rural,PRIMARY,4,VDOT_PRI,VDOT Intersection,Mount Rogers,,R-VA   US00052NB,10.41,188956.0,232.0
-79.087222615,38.044010191999995,716704,182705264,2018,2018/09/24 17:00:00+00,1618,K,1,0,0,0,0,0,0,1,9. Fixed Object - Off Road,5. Rain,2. Daylight,RD_RIGHT,2. Wet,8. Non-Intersection,4. Grade - Curve,"2. Blacktop, Asphalt, Bituminous",1. No Defects,"1. Two-Way, Not Divided",1. Not at Intersection,6. Traffic Lanes Marked,1. Yes - Working,2. No,,,5. Guard Rail,2. Shoulder,No,Belted,No,No,No,No,No,Yes,No,No,No,No,No,Yes,3. No,Yes,No,Yes,No,8. Staunton,7,007. Augusta County,3,"0. Two-way, non-divided",Rural,PRIMARY,3,VDOT_PRI,Not Intersection,Central Shenandoah,,R-VA   US00340SB,3.49,136196.0,507.0
-77.80849691,38.533546739,433955,162925262,2016,2016/08/24 17:00:00+00,1645,O,0,0,0,0,0,0,0,3,15. Backed Into,1. No Adverse Condition (Clear/Cloudy),2. Daylight,NOT_RD,1. Dry,10. Intersection Related - Within 150 Feet,1. Straight - Level,"2. Blacktop, Asphalt, Bituminous",1. No Defects,"1. Two-Way, Not Divided",4. Four Approaches,4. Stop Sign,1. Yes - Working,2. No,,,20. Motor Vehicle In Transport,1. On Roadway,No,Belted,No,No,No,No,No,No,No,No,No,No,No,No,3. No,Yes,Yes,Yes,No,7. Culpeper,288,288. Town of Remington,4,"0. Two-way, non-divided",Rural,SECONDARY,2,VDOT_SEC,VDOT Intersection,Rappahannock - Rapidan,,R-VA030SC00651SB,12.9,313228.0,5.0
-77.35197419,37.5976639470001,25956,132725173,2013,2013/09/27 17:00:00+00,1423,K,1,1,2,2,5,1,2,3,4. Sideswipe - Same Direction,1. No Adverse Condition (Clear/Cloudy),2. Daylight,NOT_RD,1. Dry,8. Non-Intersection,1. Straight - Level,"2. Blacktop, Asphalt, Bituminous",1. No Defects,"2. Two-Way, Divided, Unprotected Median",1. Not at Intersection,6. Traffic Lanes Marked,1. Yes - Working,2. No,,,6. Parked Vehicle,4. Roadside,No,Unbelted,No,No,No,No,No,No,No,No,No,Yes,No,Yes,3. No,Yes,No,Yes,No,4. Richmond,42,042. Hanover County,,,Rural,INTERSTATE,1,VDOT_IS,Not Intersection,Richmond Regional,RICH,R-VA   IS00295SB,36.02,,
-78.308306842,38.321080697000106,70270,130845296,2013,2013/03/21 17:00:00+00,1220,O,0,0,0,0,0,0,0,2,2. Angle,1. No Adverse Condition (Clear/Cloudy),2. Daylight,NOT_RD,1. Dry,9. Within Intersection,1. Straight - Level,"2. Blacktop, Asphalt, Bituminous",1. No Defects,"1. Two-Way, Not Divided",3. Three Approaches,4. Stop Sign,1. Yes - Working,2. No,,,20. Motor Vehicle In Transport,1. On Roadway,No,Belted,No,No,No,No,No,No,No,No,No,No,No,No,3. No,Yes,No,Yes,No,7. Culpeper,56,056. Madison County,2,"1. Divided, no control of access",Rural,PRIMARY,2,VDOT_PRI,VDOT Intersection,Rappahannock - Rapidan,,R-VA   US00029NB,160.46,443190.0,5.0
-79.603488409,37.352132963,801465,192825322,2019,2019/10/09 17:00:00+00,1525,A,0,2,2,0,4,0,0,3,2. Angle,1. No Adverse Condition (Clear/Cloudy),2. Daylight,NOT_RD,1. Dry,9. Within Intersection,4. Grade - Curve,"2. Blacktop, Asphalt, Bituminous",1. No Defects,"2. Two-Way, Divided, Unprotected Median",3. Three Approaches,4. Stop Sign,1. Yes - Working,2. No,,,20. Motor Vehicle In Transport,1. On Roadway,No,Belted,No,Yes,No,No,No,No,No,No,No,No,No,No,3. No,Yes,No,Yes,No,2. Salem,9,009. Bedford County,2,"1. Divided, no control of access",Rural,PRIMARY,6,VDOT_PRI,Not Intersection,Region 2000,,R-VA   US00460WB,178.06,149019.0,2360.0
-77.76061704199999,36.776415752,958392,202065054,2020,2020/07/21 17:00:00+00,2003,K,1,0,0,0,0,0,0,1,9. Fixed Object - Off Road,1. No Adverse Condition (Clear/Cloudy),5. Darkness - Road Not Lighted,RD_RIGHT,1. Dry,8. Non-Intersection,1. Straight - Level,"2. Blacktop, Asphalt, Bituminous",1. No Defects,"3. Two-Way, Divided, Positive Median Barrier",1. Not at Intersection,6. Traffic Lanes Marked,1. Yes - Working,2. No,,,2. Trees,4. Roadside,No,Belted,No,No,No,No,No,No,No,No,No,No,No,No,3. No,Yes,No,Yes,Yes,4. Richmond,12,012. Brunswick County,2,"1. Divided, no control of access",Rural,PRIMARY,5,VDOT_PRI,Not Intersection,Southside,,R-VA   US00058EB,399.37,163379.0,3337.0
-80.00277185,36.688028282000104,68045,130335044,2013,2013/01/30 17:00:00+00,2010,K,1,0,1,0,1,0,0,2,3. Head On,5. Rain,5. Darkness - Road Not Lighted,RD_UNKNOWN,2. Wet,8. Non-Intersection,1. Straight - Level,"2. Blacktop, Asphalt, Bituminous",1. No Defects,"1. Two-Way, Not Divided",1. Not at Intersection,7. No Passing Lines,1. Yes - Working,2. No,,,20. Motor Vehicle In Transport,1. On Roadway,Yes,Unbelted,No,No,No,No,No,No,No,No,No,No,No,No,3. No,Yes,No,Yes,Yes,2. Salem,44,044. Henry County,4,"0. Two-way, non-divided",Rural,SECONDARY,6,VDOT_SEC,Not Intersection,West Piedmont,,R-VA044SC00687EB,7.31,383130.0,507.0
-76.6034623159999,37.9489882020001,374943,162275157,2016,2016/08/13 17:00:00+00,1034,A,0,1,0,0,1,0,0,1,9. Fixed Object - Off Road,1. No Adverse Condition (Clear/Cloudy),2. Daylight,NOT_RD,1. Dry,9. Within Intersection,1. Straight - Level,"2. Blacktop, Asphalt, Bituminous",1. No Defects,"1. Two-Way, Not Divided",4. Four Approaches,6. Traffic Lanes Marked,1. Yes - Working,2. No,,,4. Fence Or Post,4. Roadside,No,Belted,No,No,No,Yes,No,No,No,No,No,No,No,No,3. No,Yes,No,Yes,No,6. Fredericksburg,66,066. Northumberland County,2,"0. Two-way, non-divided",Rural,PRIMARY,1,VDOT_PRI,VDOT Intersection,Northern Neck,,R-VA   US00360EB,201.55,493005.0,95.0
